Year,Country,Product,Flows,Value OR Volume,Unit,Superscript
1995,Guyana,Wooden furniture (trade value only),Exports Value,218.98,1000 US$,CB
1996,Guyana,Wooden furniture (trade value only),Exports Value,157.56,1000 US$,CB
1997,Guyana,Wooden furniture (trade value only),Exports Value,1142.69,1000 US$,CB
1998,Guyana,Wooden furniture (trade value only),Exports Value,1190.09,1000 US$,CB
1999,Guyana,Wooden furniture (trade value only),Exports Value,2645.17,1000 US$,CB
2000,Guyana,Wooden furniture (trade value only),Exports Value,3119.52,1000 US$,CB
2001,Guyana,Wooden furniture (trade value only),Exports Value,1939.99,1000 US$,CB
2002,Guyana,Wooden furniture (trade value only),Exports Value,2371.38,1000 US$,CB
2003,Guyana,Wooden furniture (trade value only),Exports Value,1968.47,1000 US$,CB
2004,Guyana,Wooden furniture (trade value only),Exports Value,2094.48,1000 US$,CB
2005,Guyana,Wooden furniture (trade value only),Exports Value,2011.12,1000 US$,CB
2006,Guyana,Wooden furniture (trade value only),Exports Value,231.92,1000 US$,C
2007,Guyana,Wooden furniture (trade value only),Exports Value,458.84,1000 US$,C
2008,Guyana,Wooden furniture (trade value only),Exports Value,1065.17,1000 US$,C
2009,Guyana,Wooden furniture (trade value only),Exports Value,841.86,1000 US$,CB
2010,Guyana,Wooden furniture (trade value only),Exports Value,291.25,1000 US$,CB
2011,Guyana,Wooden furniture (trade value only),Exports Value,319.61,1000 US$,CB
2012,Guyana,Wooden furniture (trade value only),Exports Value,66.02,1000 US$,C
2013,Guyana,Wooden furniture (trade value only),Exports Value,60.67,1000 US$,C
2014,Guyana,Wooden furniture (trade value only),Exports Value,51.9,1000 US$,C
2015,Guyana,Wooden furniture (trade value only),Exports Value,61.46,1000 US$,C
2016,Guyana,Wooden furniture (trade value only),Exports Value,79.99,1000 US$,C
2017,Guyana,Wooden furniture (trade value only),Exports Value,75.66,1000 US$,C
2018,Guyana,Wooden furniture (trade value only),Exports Value,86.59,1000 US$,C
2019,Guyana,Wooden furniture (trade value only),Exports Value,100.82,1000 US$,CB
2020,Guyana,Wooden furniture (trade value only),Exports Value,62.82,1000 US$,CB
2021,Guyana,Wooden furniture (trade value only),Exports Value,321.5,1000 US$,C
2022,Guyana,Wooden furniture (trade value only),Exports Value,53.54,1000 US$,C
2023,Guyana,Wooden furniture (trade value only),Exports Value,77.41,1000 US$,C
1990,Guyana,Builder woodwork (trade value only),Exports Value,0,1000 US$,CB
1991,Guyana,Builder woodwork (trade value only),Exports Value,144.87,1000 US$,CB
1992,Guyana,Builder woodwork (trade value only),Exports Value,110.54,1000 US$,CB
1993,Guyana,Builder woodwork (trade value only),Exports Value,135.39,1000 US$,CB
1994,Guyana,Builder woodwork (trade value only),Exports Value,180.13,1000 US$,CB
1995,Guyana,Builder woodwork (trade value only),Exports Value,71.4,1000 US$,CB
1996,Guyana,Builder woodwork (trade value only),Exports Value,236.64,1000 US$,CB
1997,Guyana,Builder woodwork (trade value only),Exports Value,275.31,1000 US$,CB
1998,Guyana,Builder woodwork (trade value only),Exports Value,374.09,1000 US$,CB
1999,Guyana,Builder woodwork (trade value only),Exports Value,638.82,1000 US$,CB
2000,Guyana,Builder woodwork (trade value only),Exports Value,967.69,1000 US$,CB
2001,Guyana,Builder woodwork (trade value only),Exports Value,1220.81,1000 US$,C
2002,Guyana,Builder woodwork (trade value only),Exports Value,1238.31,1000 US$,C
2003,Guyana,Builder woodwork (trade value only),Exports Value,1351.01,1000 US$,C
2004,Guyana,Builder woodwork (trade value only),Exports Value,1777.01,1000 US$,C
2005,Guyana,Builder woodwork (trade value only),Exports Value,2536.67,1000 US$,C
2006,Guyana,Builder woodwork (trade value only),Exports Value,2878.92,1000 US$,C
2007,Guyana,Builder woodwork (trade value only),Exports Value,5117.57,1000 US$,C
2008,Guyana,Builder woodwork (trade value only),Exports Value,4364.58,1000 US$,C
2009,Guyana,Builder woodwork (trade value only),Exports Value,3744.53,1000 US$,C
2010,Guyana,Builder woodwork (trade value only),Exports Value,3138.22,1000 US$,C
2011,Guyana,Builder woodwork (trade value only),Exports Value,2313.18,1000 US$,CB
2012,Guyana,Builder woodwork (trade value only),Exports Value,1951.26,1000 US$,C
2013,Guyana,Builder woodwork (trade value only),Exports Value,1903.19,1000 US$,C
2014,Guyana,Builder woodwork (trade value only),Exports Value,2493.56,1000 US$,C
2015,Guyana,Builder woodwork (trade value only),Exports Value,2589.93,1000 US$,C
2016,Guyana,Builder woodwork (trade value only),Exports Value,1999.5,1000 US$,C
2017,Guyana,Builder woodwork (trade value only),Exports Value,3324.87,1000 US$,CB
2018,Guyana,Builder woodwork (trade value only),Exports Value,3522.45,1000 US$,C
2019,Guyana,Builder woodwork (trade value only),Exports Value,2523.99,1000 US$,C
2020,Guyana,Builder woodwork (trade value only),Exports Value,4447.71,1000 US$,C
2021,Guyana,Builder woodwork (trade value only),Exports Value,7241.41,1000 US$,C
2022,Guyana,Builder woodwork (trade value only),Exports Value,10933.08,1000 US$,C
2023,Guyana,Builder woodwork (trade value only),Exports Value,5690.69,1000 US$,C
1990,Guyana,Mouldings (trade value only),Exports Value,0,1000 US$,CB
1991,Guyana,Mouldings (trade value only),Exports Value,230.33,1000 US$,CB
1992,Guyana,Mouldings (trade value only),Exports Value,160.42,1000 US$,CB
1993,Guyana,Mouldings (trade value only),Exports Value,453.39,1000 US$,CB
1994,Guyana,Mouldings (trade value only),Exports Value,517.09,1000 US$,CB
1995,Guyana,Mouldings (trade value only),Exports Value,372.89,1000 US$,CB
1996,Guyana,Mouldings (trade value only),Exports Value,295.67,1000 US$,CB
1997,Guyana,Mouldings (trade value only),Exports Value,1873.66,1000 US$,CB
1998,Guyana,Mouldings (trade value only),Exports Value,3120,1000 US$,C
1999,Guyana,Mouldings (trade value only),Exports Value,3434.51,1000 US$,C
2000,Guyana,Mouldings (trade value only),Exports Value,3930.17,1000 US$,C
2001,Guyana,Mouldings (trade value only),Exports Value,5673.28,1000 US$,C
2002,Guyana,Mouldings (trade value only),Exports Value,4781.36,1000 US$,C
2003,Guyana,Mouldings (trade value only),Exports Value,4081.36,1000 US$,C
2004,Guyana,Mouldings (trade value only),Exports Value,4493.89,1000 US$,C
2005,Guyana,Mouldings (trade value only),Exports Value,4878.15,1000 US$,C
2006,Guyana,Mouldings (trade value only),Exports Value,5483.13,1000 US$,C
2007,Guyana,Mouldings (trade value only),Exports Value,8776.9,1000 US$,C
2008,Guyana,Mouldings (trade value only),Exports Value,6084.78,1000 US$,C
2009,Guyana,Mouldings (trade value only),Exports Value,6700.39,1000 US$,CB
2010,Guyana,Mouldings (trade value only),Exports Value,8759.42,1000 US$,C
2011,Guyana,Mouldings (trade value only),Exports Value,13903.71,1000 US$,C
2012,Guyana,Mouldings (trade value only),Exports Value,8685.88,1000 US$,C
2013,Guyana,Mouldings (trade value only),Exports Value,4367.04,1000 US$,CB
2014,Guyana,Mouldings (trade value only),Exports Value,4491.9,1000 US$,CB
2015,Guyana,Mouldings (trade value only),Exports Value,9629.17,1000 US$,C
2016,Guyana,Mouldings (trade value only),Exports Value,8888.88,1000 US$,C
2017,Guyana,Mouldings (trade value only),Exports Value,11042.82,1000 US$,C
2018,Guyana,Mouldings (trade value only),Exports Value,7842.34,1000 US$,C
2019,Guyana,Mouldings (trade value only),Exports Value,6441.33,1000 US$,C
2020,Guyana,Mouldings (trade value only),Exports Value,6346.41,1000 US$,C
2021,Guyana,Mouldings (trade value only),Exports Value,12817.48,1000 US$,C
2022,Guyana,Mouldings (trade value only),Exports Value,10008.3,1000 US$,C
2023,Guyana,Mouldings (trade value only),Exports Value,4630.54,1000 US$,C
1990,Guyana,Cane and bamboo (trade value only),Exports Value,0,1000 US$,CB
1991,Guyana,Cane and bamboo (trade value only),Exports Value,61.82,1000 US$,CB
1992,Guyana,Cane and bamboo (trade value only),Exports Value,31.64,1000 US$,CB
1993,Guyana,Cane and bamboo (trade value only),Exports Value,34.57,1000 US$,CB
1994,Guyana,Cane and bamboo (trade value only),Exports Value,62.11,1000 US$,CB
1995,Guyana,Cane and bamboo (trade value only),Exports Value,151.06,1000 US$,CB
1996,Guyana,Cane and bamboo (trade value only),Exports Value,53.14,1000 US$,CB
1997,Guyana,Cane and bamboo (trade value only),Exports Value,185,1000 US$,C
1998,Guyana,Cane and bamboo (trade value only),Exports Value,184.71,1000 US$,CB
1999,Guyana,Cane and bamboo (trade value only),Exports Value,189.59,1000 US$,CB
2000,Guyana,Cane and bamboo (trade value only),Exports Value,191.67,1000 US$,CB
2001,Guyana,Cane and bamboo (trade value only),Exports Value,273.76,1000 US$,C
2002,Guyana,Cane and bamboo (trade value only),Exports Value,230.28,1000 US$,C
2003,Guyana,Cane and bamboo (trade value only),Exports Value,283.54,1000 US$,C
2004,Guyana,Cane and bamboo (trade value only),Exports Value,307.77,1000 US$,C
2005,Guyana,Cane and bamboo (trade value only),Exports Value,376.95,1000 US$,C
2006,Guyana,Cane and bamboo (trade value only),Exports Value,197.72,1000 US$,C
2007,Guyana,Cane and bamboo (trade value only),Exports Value,380.2,1000 US$,C
2008,Guyana,Cane and bamboo (trade value only),Exports Value,709.52,1000 US$,C
2009,Guyana,Cane and bamboo (trade value only),Exports Value,234.23,1000 US$,C
2010,Guyana,Cane and bamboo (trade value only),Exports Value,207.29,1000 US$,C
2011,Guyana,Cane and bamboo (trade value only),Exports Value,87.65,1000 US$,C
2012,Guyana,Cane and bamboo (trade value only),Exports Value,53,1000 US$,C
2013,Guyana,Cane and bamboo (trade value only),Exports Value,27.69,1000 US$,C
2014,Guyana,Cane and bamboo (trade value only),Exports Value,75.67,1000 US$,CB
2015,Guyana,Cane and bamboo (trade value only),Exports Value,47.07,1000 US$,C
2016,Guyana,Cane and bamboo (trade value only),Exports Value,55.97,1000 US$,C
2017,Guyana,Cane and bamboo (trade value only),Exports Value,34.95,1000 US$,C
2018,Guyana,Cane and bamboo (trade value only),Exports Value,20.06,1000 US$,C
2019,Guyana,Cane and bamboo (trade value only),Exports Value,61.22,1000 US$,C
2020,Guyana,Cane and bamboo (trade value only),Exports Value,143.26,1000 US$,C
2021,Guyana,Cane and bamboo (trade value only),Exports Value,126.99,1000 US$,C
2022,Guyana,Cane and bamboo (trade value only),Exports Value,21.35,1000 US$,C
2023,Guyana,Cane and bamboo (trade value only),Exports Value,50.73,1000 US$,C
1990,Guyana,Other SPWPs (trade value only),Exports Value,9.67,1000 US$,CB
1991,Guyana,Other SPWPs (trade value only),Exports Value,13.06,1000 US$,CB
1992,Guyana,Other SPWPs (trade value only),Exports Value,8.6,1000 US$,CB
1993,Guyana,Other SPWPs (trade value only),Exports Value,3.22,1000 US$,CB
1994,Guyana,Other SPWPs (trade value only),Exports Value,29.01,1000 US$,CB
1995,Guyana,Other SPWPs (trade value only),Exports Value,9.09,1000 US$,CB
1996,Guyana,Other SPWPs (trade value only),Exports Value,23.91,1000 US$,CB
1997,Guyana,Other SPWPs (trade value only),Exports Value,82.53,1000 US$,CB
1998,Guyana,Other SPWPs (trade value only),Exports Value,48.7,1000 US$,CB
1999,Guyana,Other SPWPs (trade value only),Exports Value,96.65,1000 US$,CB
2000,Guyana,Other SPWPs (trade value only),Exports Value,134.79,1000 US$,CB
2001,Guyana,Other SPWPs (trade value only),Exports Value,95.96,1000 US$,CB
2002,Guyana,Other SPWPs (trade value only),Exports Value,593.7,1000 US$,CB
2003,Guyana,Other SPWPs (trade value only),Exports Value,195.65,1000 US$,C
2004,Guyana,Other SPWPs (trade value only),Exports Value,524.96,1000 US$,CB
2005,Guyana,Other SPWPs (trade value only),Exports Value,885.47,1000 US$,CB
2006,Guyana,Other SPWPs (trade value only),Exports Value,109.55,1000 US$,C
2007,Guyana,Other SPWPs (trade value only),Exports Value,92.08,1000 US$,C
2008,Guyana,Other SPWPs (trade value only),Exports Value,58.64,1000 US$,C
2009,Guyana,Other SPWPs (trade value only),Exports Value,500.73,1000 US$,CB
2010,Guyana,Other SPWPs (trade value only),Exports Value,321.68,1000 US$,CB
2011,Guyana,Other SPWPs (trade value only),Exports Value,2163.41,1000 US$,CB
2012,Guyana,Other SPWPs (trade value only),Exports Value,3715.95,1000 US$,CB
2013,Guyana,Other SPWPs (trade value only),Exports Value,468.64,1000 US$,CB
2014,Guyana,Other SPWPs (trade value only),Exports Value,458.47,1000 US$,CB
2015,Guyana,Other SPWPs (trade value only),Exports Value,562.46,1000 US$,CB
2016,Guyana,Other SPWPs (trade value only),Exports Value,116.21,1000 US$,C
2017,Guyana,Other SPWPs (trade value only),Exports Value,165.22,1000 US$,C
2018,Guyana,Other SPWPs (trade value only),Exports Value,124.55,1000 US$,C
2019,Guyana,Other SPWPs (trade value only),Exports Value,261.51,1000 US$,C
2020,Guyana,Other SPWPs (trade value only),Exports Value,150.99,1000 US$,CB
2021,Guyana,Other SPWPs (trade value only),Exports Value,46.51,1000 US$,C
2022,Guyana,Other SPWPs (trade value only),Exports Value,80.03,1000 US$,C
2023,Guyana,Other SPWPs (trade value only),Exports Value,71.83,1000 US$,C
1990,Guyana,Ind. roundwood,Exports Unit Value,90.5,$/m3,I
1991,Guyana,Ind. roundwood,Exports Unit Value,88.10688405797103,$/m3,I
1992,Guyana,Ind. roundwood,Exports Unit Value,58.21690862510675,$/m3,I
1993,Guyana,Ind. roundwood,Exports Unit Value,147.3655589123867,$/m3,CB
1994,Guyana,Ind. roundwood,Exports Unit Value,142.43043107127613,$/m3,I
1995,Guyana,Ind. roundwood,Exports Unit Value,131.92198581560285,$/m3,CB
1996,Guyana,Ind. roundwood,Exports Unit Value,127.82513216754778,$/m3,I
1997,Guyana,Ind. roundwood,Exports Unit Value,108.82470614828209,$/m3,I
1998,Guyana,Ind. roundwood,Exports Unit Value,140.55340729001585,$/m3,I
1999,Guyana,Ind. roundwood,Exports Unit Value,130.6323614152357,$/m3,I
2000,Guyana,Ind. roundwood,Exports Unit Value,144.01089799476895,$/m3,I
2001,Guyana,Ind. roundwood,Exports Unit Value,154.15505271277965,$/m3,I
2002,Guyana,Ind. roundwood,Exports Unit Value,137.47163045770935,$/m3,I
2003,Guyana,Ind. roundwood,Exports Unit Value,85.93468248429868,$/m3,I
2004,Guyana,Ind. roundwood,Exports Unit Value,94.77899132669451,$/m3,I
2005,Guyana,Ind. roundwood,Exports Unit Value,109.4680234773992,$/m3,I
2006,Guyana,Ind. roundwood,Exports Unit Value,120.01803191745817,$/m3,I
2007,Guyana,Ind. roundwood,Exports Unit Value,134.95306026118425,$/m3,I
2008,Guyana,Ind. roundwood,Exports Unit Value,164.25469078670594,$/m3,I
2009,Guyana,Ind. roundwood,Exports Unit Value,173.60789662598708,$/m3,I
2010,Guyana,Ind. roundwood,Exports Unit Value,160.2523094688222,$/m3,I
2011,Guyana,Ind. roundwood,Exports Unit Value,149.80395528804814,$/m3,I
2012,Guyana,Ind. roundwood,Exports Unit Value,152.9764705882353,$/m3,I
2013,Guyana,Ind. roundwood,Exports Unit Value,156.58739595719382,$/m3,I
2014,Guyana,Ind. roundwood,Exports Unit Value,251.22105089771043,$/m3,I
2015,Guyana,Ind. roundwood,Exports Unit Value,425.80083441625055,$/m3,I
2016,Guyana,Ind. roundwood,Exports Unit Value,292.43276746940387,$/m3,I
2017,Guyana,Ind. roundwood,Exports Unit Value,212.31893478716714,$/m3,I
2018,Guyana,Ind. roundwood,Exports Unit Value,214.95158446269332,$/m3,I
2019,Guyana,Ind. roundwood,Exports Unit Value,227.28957736389685,$/m3,I
2020,Guyana,Ind. roundwood,Exports Unit Value,165.12412659268392,$/m3,I
2021,Guyana,Ind. roundwood,Exports Unit Value,363.63284936479124,$/m3,I
2022,Guyana,Ind. roundwood,Exports Unit Value,256.84534625479506,$/m3,I
2023,Guyana,Ind. roundwood,Exports Unit Value,270.02071108042804,$/m3,I
1990,Guyana,Ind. roundwood (C),Exports Unit Value,129,$/m3,F
1991,Guyana,Ind. roundwood (C),Exports Unit Value,130,$/m3,F
1992,Guyana,Ind. roundwood (C),Exports Unit Value,74.70588235294117,$/m3,F
1993,Guyana,Ind. roundwood (C),Exports Unit Value,162.19277108433735,$/m3,CB
1994,Guyana,Ind. roundwood (C),Exports Unit Value,82.55993431855501,$/m3,CB
1995,Guyana,Ind. roundwood (C),Exports Unit Value,89.61748633879782,$/m3,CB
1996,Guyana,Ind. roundwood (C),Exports Unit Value,133.98326359832637,$/m3,CB
1997,Guyana,Ind. roundwood (C),Exports Unit Value,126.18478260869566,$/m3,CB
1998,Guyana,Ind. roundwood (C),Exports Unit Value,175,$/m3,CBI
1999,Guyana,Ind. roundwood (C),Exports Unit Value,290.75,$/m3,C
2000,Guyana,Ind. roundwood (C),Exports Unit Value,303,$/m3,C
2001,Guyana,Ind. roundwood (C),Exports Unit Value,125.06934306569342,$/m3,CB
2002,Guyana,Ind. roundwood (C),Exports Unit Value,99.89543726235743,$/m3,CB
2003,Guyana,Ind. roundwood (C),Exports Unit Value,97.08680555555556,$/m3,CB
2004,Guyana,Ind. roundwood (C),Exports Unit Value,98.97005516154454,$/m3,CB
2005,Guyana,Ind. roundwood (C),Exports Unit Value,107.33943833943835,$/m3,CB
2006,Guyana,Ind. roundwood (C),Exports Unit Value,121.58434547908233,$/m3,CB
2007,Guyana,Ind. roundwood (C),Exports Unit Value,100.88967971530248,$/m3,CB
2008,Guyana,Ind. roundwood (C),Exports Unit Value,90.95709779179812,$/m3,CB
2009,Guyana,Ind. roundwood (C),Exports Unit Value,116.14339622641509,$/m3,CB
2010,Guyana,Ind. roundwood (C),Exports Unit Value,81.86832061068702,$/m3,CB
2011,Guyana,Ind. roundwood (C),Exports Unit Value,87.52785145888595,$/m3,CB
2012,Guyana,Ind. roundwood (C),Exports Unit Value,84.63621444201313,$/m3,CB
2013,Guyana,Ind. roundwood (C),Exports Unit Value,100.98450704225353,$/m3,CB
2014,Guyana,Ind. roundwood (C),Exports Unit Value,101.85380116959064,$/m3,CB
2015,Guyana,Ind. roundwood (C),Exports Unit Value,265.50961538461536,$/m3,C
2016,Guyana,Ind. roundwood (C),Exports Unit Value,488.5089285714285,$/m3,C
2017,Guyana,Ind. roundwood (C),Exports Unit Value,360.6666666666667,$/m3,C
2018,Guyana,Ind. roundwood (C),Exports Unit Value,233.50225225225222,$/m3,CB
2019,Guyana,Ind. roundwood (C),Exports Unit Value,346.87534687534685,$/m3,CBR
2021,Guyana,Ind. roundwood (C),Exports Unit Value,407,$/m3,CB
2022,Guyana,Ind. roundwood (C),Exports Unit Value,2812,$/m3,C
2023,Guyana,Ind. roundwood (C),Exports Unit Value,850.2222222222222,$/m3,C
1990,Guyana,Ind. roundwood (NC),Exports Unit Value,87,$/m3,I
1991,Guyana,Ind. roundwood (NC),Exports Unit Value,86.9366852886406,$/m3,CB
1992,Guyana,Ind. roundwood (NC),Exports Unit Value,55.41658341658342,$/m3,CB
1993,Guyana,Ind. roundwood (NC),Exports Unit Value,133.2560975609756,$/m3,CB
1994,Guyana,Ind. roundwood (NC),Exports Unit Value,151.41069676153091,$/m3,CB
1995,Guyana,Ind. roundwood (NC),Exports Unit Value,136.32067039106147,$/m3,CB
1996,Guyana,Ind. roundwood (NC),Exports Unit Value,127.16216216216216,$/m3,F
1997,Guyana,Ind. roundwood (NC),Exports Unit Value,107.03241895261846,$/m3,F
1998,Guyana,Ind. roundwood (NC),Exports Unit Value,136.53636524508937,$/m3,CB
1999,Guyana,Ind. roundwood (NC),Exports Unit Value,130.55839963103884,$/m3,CB
2000,Guyana,Ind. roundwood (NC),Exports Unit Value,143.99356948228882,$/m3,CB
2001,Guyana,Ind. roundwood (NC),Exports Unit Value,156.35961272475794,$/m3,CB
2002,Guyana,Ind. roundwood (NC),Exports Unit Value,142.1606168446026,$/m3,CB
2003,Guyana,Ind. roundwood (NC),Exports Unit Value,84.95978145393838,$/m3,
2004,Guyana,Ind. roundwood (NC),Exports Unit Value,94.13161482215888,$/m3,C
2005,Guyana,Ind. roundwood (NC),Exports Unit Value,109.60975609756098,$/m3,
2006,Guyana,Ind. roundwood (NC),Exports Unit Value,119.96,$/m3,
2007,Guyana,Ind. roundwood (NC),Exports Unit Value,138.87134502923976,$/m3,
2008,Guyana,Ind. roundwood (NC),Exports Unit Value,175.53398058252426,$/m3,
2009,Guyana,Ind. roundwood (NC),Exports Unit Value,175.88059701492537,$/m3,
2010,Guyana,Ind. roundwood (NC),Exports Unit Value,163.79310344827587,$/m3,
2011,Guyana,Ind. roundwood (NC),Exports Unit Value,152.1308225966303,$/m3,
2012,Guyana,Ind. roundwood (NC),Exports Unit Value,168.05128514540846,$/m3,
2013,Guyana,Ind. roundwood (NC),Exports Unit Value,161.71428571428572,$/m3,
2014,Guyana,Ind. roundwood (NC),Exports Unit Value,258.578407650651,$/m3,CB
2015,Guyana,Ind. roundwood (NC),Exports Unit Value,426.97857536511435,$/m3,I
2016,Guyana,Ind. roundwood (NC),Exports Unit Value,290.70642128744424,$/m3,CB
2017,Guyana,Ind. roundwood (NC),Exports Unit Value,212.04958243605233,$/m3,CB
2018,Guyana,Ind. roundwood (NC),Exports Unit Value,214.5381880024737,$/m3,CB
2019,Guyana,Ind. roundwood (NC),Exports Unit Value,227.2873388252149,$/m3,CB
2020,Guyana,Ind. roundwood (NC),Exports Unit Value,165.12412659268392,$/m3,CB
2021,Guyana,Ind. roundwood (NC),Exports Unit Value,363.61710239651416,$/m3,CB
2022,Guyana,Ind. roundwood (NC),Exports Unit Value,256.58738011105504,$/m3,CB
2023,Guyana,Ind. roundwood (NC),Exports Unit Value,268.21225761772854,$/m3,CB
1990,Guyana,Ind. roundwood (NC.T.),Exports Unit Value,87,$/m3,I
1991,Guyana,Ind. roundwood (NC.T.),Exports Unit Value,86.9366852886406,$/m3,CB
1992,Guyana,Ind. roundwood (NC.T.),Exports Unit Value,55.41658341658342,$/m3,CB
1993,Guyana,Ind. roundwood (NC.T.),Exports Unit Value,133.2560975609756,$/m3,CB
1994,Guyana,Ind. roundwood (NC.T.),Exports Unit Value,151.41069676153091,$/m3,CB
1995,Guyana,Ind. roundwood (NC.T.),Exports Unit Value,136.32067039106147,$/m3,CB
1996,Guyana,Ind. roundwood (NC.T.),Exports Unit Value,127.16216216216216,$/m3,I
1997,Guyana,Ind. roundwood (NC.T.),Exports Unit Value,107.03241895261846,$/m3,I
1998,Guyana,Ind. roundwood (NC.T.),Exports Unit Value,136.53636524508937,$/m3,CB
1999,Guyana,Ind. roundwood (NC.T.),Exports Unit Value,130.55839963103884,$/m3,CB
2000,Guyana,Ind. roundwood (NC.T.),Exports Unit Value,143.99356948228882,$/m3,CB
2001,Guyana,Ind. roundwood (NC.T.),Exports Unit Value,156.35961272475794,$/m3,CB
2002,Guyana,Ind. roundwood (NC.T.),Exports Unit Value,142.1606168446026,$/m3,CB
2003,Guyana,Ind. roundwood (NC.T.),Exports Unit Value,84.95978145393838,$/m3,
2004,Guyana,Ind. roundwood (NC.T.),Exports Unit Value,94.0156191892897,$/m3,C
2005,Guyana,Ind. roundwood (NC.T.),Exports Unit Value,109.60975609756098,$/m3,
2006,Guyana,Ind. roundwood (NC.T.),Exports Unit Value,119.96,$/m3,
2007,Guyana,Ind. roundwood (NC.T.),Exports Unit Value,138.87134502923976,$/m3,
2008,Guyana,Ind. roundwood (NC.T.),Exports Unit Value,175.53398058252426,$/m3,
2009,Guyana,Ind. roundwood (NC.T.),Exports Unit Value,175.88059701492537,$/m3,
2010,Guyana,Ind. roundwood (NC.T.),Exports Unit Value,163.79310344827587,$/m3,
2011,Guyana,Ind. roundwood (NC.T.),Exports Unit Value,152.1308225966303,$/m3,
2012,Guyana,Ind. roundwood (NC.T.),Exports Unit Value,168.05128514540846,$/m3,
2013,Guyana,Ind. roundwood (NC.T.),Exports Unit Value,161.71428571428572,$/m3,
2014,Guyana,Ind. roundwood (NC.T.),Exports Unit Value,258.578407650651,$/m3,CB
2015,Guyana,Ind. roundwood (NC.T.),Exports Unit Value,426.97857536511435,$/m3,CB
2016,Guyana,Ind. roundwood (NC.T.),Exports Unit Value,290.70642128744424,$/m3,CB
2017,Guyana,Ind. roundwood (NC.T.),Exports Unit Value,212.04958243605233,$/m3,CB
2018,Guyana,Ind. roundwood (NC.T.),Exports Unit Value,214.5381880024737,$/m3,CB
2019,Guyana,Ind. roundwood (NC.T.),Exports Unit Value,227.2873388252149,$/m3,CB
2020,Guyana,Ind. roundwood (NC.T.),Exports Unit Value,165.12412659268392,$/m3,CB
2021,Guyana,Ind. roundwood (NC.T.),Exports Unit Value,363.61710239651416,$/m3,CB
2022,Guyana,Ind. roundwood (NC.T.),Exports Unit Value,256.58738011105504,$/m3,CB
2023,Guyana,Ind. roundwood (NC.T.),Exports Unit Value,268.21225761772854,$/m3,CB
1990,Guyana,Sawnwood,Exports Unit Value,341.53846153846155,$/m3,I
1991,Guyana,Sawnwood,Exports Unit Value,399.3333333333333,$/m3,I
1992,Guyana,Sawnwood,Exports Unit Value,264.1034155597723,$/m3,I
1993,Guyana,Sawnwood,Exports Unit Value,299.3419497784343,$/m3,CB
1994,Guyana,Sawnwood,Exports Unit Value,285.9773507206589,$/m3,CB
1995,Guyana,Sawnwood,Exports Unit Value,301.90571120689657,$/m3,CB
1996,Guyana,Sawnwood,Exports Unit Value,333.0269080234833,$/m3,CB
1997,Guyana,Sawnwood,Exports Unit Value,377.45820831547366,$/m3,CB
1998,Guyana,Sawnwood,Exports Unit Value,314.6906614785992,$/m3,CB
1999,Guyana,Sawnwood,Exports Unit Value,388.06382978723406,$/m3,CB
2000,Guyana,Sawnwood,Exports Unit Value,330.7540385617509,$/m3,I
2001,Guyana,Sawnwood,Exports Unit Value,329.7948387096774,$/m3,I
2002,Guyana,Sawnwood,Exports Unit Value,324.41704442429733,$/m3,I
2003,Guyana,Sawnwood,Exports Unit Value,269.62419080068145,$/m3,I
2004,Guyana,Sawnwood,Exports Unit Value,405.7057142857143,$/m3,I
2005,Guyana,Sawnwood,Exports Unit Value,370.78090575275394,$/m3,I
2006,Guyana,Sawnwood,Exports Unit Value,440.824531516184,$/m3,I
2007,Guyana,Sawnwood,Exports Unit Value,490.04241219350564,$/m3,I
2008,Guyana,Sawnwood,Exports Unit Value,538.1655002058461,$/m3,I
2009,Guyana,Sawnwood,Exports Unit Value,582.1057579318449,$/m3,I
2010,Guyana,Sawnwood,Exports Unit Value,631.8179120582682,$/m3,I
2011,Guyana,Sawnwood,Exports Unit Value,735.5516778523489,$/m3,I
2012,Guyana,Sawnwood,Exports Unit Value,779.0706304868315,$/m3,I
2013,Guyana,Sawnwood,Exports Unit Value,851.7189119170985,$/m3,I
2014,Guyana,Sawnwood,Exports Unit Value,889.0788327526132,$/m3,I
2015,Guyana,Sawnwood,Exports Unit Value,947.6371220020856,$/m3,I
2016,Guyana,Sawnwood,Exports Unit Value,887.7230552952202,$/m3,I
2017,Guyana,Sawnwood,Exports Unit Value,935.0723572639909,$/m3,I
2018,Guyana,Sawnwood,Exports Unit Value,961.6135508155584,$/m3,I
2019,Guyana,Sawnwood,Exports Unit Value,435.31467793030623,$/m3,I
2020,Guyana,Sawnwood,Exports Unit Value,570.0123031496063,$/m3,I
2021,Guyana,Sawnwood,Exports Unit Value,434.56514657980455,$/m3,I
2022,Guyana,Sawnwood,Exports Unit Value,368.62072037673414,$/m3,I
2023,Guyana,Sawnwood,Exports Unit Value,508.48376068376064,$/m3,I
1992,Guyana,Sawnwood (C),Exports Unit Value,416.24999999999994,$/m3,CB
1993,Guyana,Sawnwood (C),Exports Unit Value,165.95238095238096,$/m3,CB
1994,Guyana,Sawnwood (C),Exports Unit Value,318,$/m3,CB
1995,Guyana,Sawnwood (C),Exports Unit Value,437,$/m3,CB
1996,Guyana,Sawnwood (C),Exports Unit Value,337.71428571428567,$/m3,CB
